DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,DPTO,FEX_C18,P3271,P6040,P6030S1,P6030S3,P6050,P6070,P6080,P2057,P6081,P6083,P6090,P6100,P6160,P6170,P3042,INGLABO,P6800,P6430,P6426,RAMA2D_R4,P6920
8239030,1,2,1,70,607.6001,1,37,7.0,1987.0,2,2.0,5,1,2,2,1,3.0,1.0,2.0,3.0,300000.0,36.0,4.0,60.0,1.0,2.0
8239030,1,3,1,70,607.6001,2,19,3.0,2006.0,3,6.0,5,1,2,1,1,3.0,1.0,2.0,5.0,,,,,,
8239030,1,4,1,70,607.6001,2,17,12.0,2007.0,3,6.0,5,1,2,1,1,3.0,1.0,1.0,5.0,,3.0,6.0,6.0,96.0,2.0
8239030,1,5,1,70,607.6001,2,13,7.0,2011.0,3,6.0,5,1,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239030,1,6,1,70,607.6001,1,9,11.0,2015.0,3,,5,1,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239031,1,1,1,70,592.3153,1,33,8.0,1991.0,1,2.0,5,1,2,2,1,3.0,1.0,2.0,5.0,750000.0,48.0,4.0,120.0,49.0,2.0
8239031,1,2,1,70,592.3153,1,11,10.0,2013.0,3,6.0,5,1,1,2,1,3.0,1.0,1.0,3.0,,,,,,
8239032,1,1,1,70,385.4184,1,68,6.0,1956.0,1,3.0,5,1,3,2,1,3.0,1.0,2.0,3.0,800000.0,48.0,4.0,120.0,47.0,2.0
8239032,1,2,1,70,385.4184,2,66,10.0,1958.0,2,3.0,5,1,3,3,1,3.0,1.0,2.0,3.0,40000.0,15.0,4.0,84.0,56.0,2.0
8239032,1,3,1,70,385.4184,2,44,12.0,1980.0,3,3.0,5,1,1,1,1,3.0,1.0,2.0,10.0,,,,,,
8239032,1,4,1,70,385.4184,1,41,11.0,1983.0,7,3.0,5,1,3,2,1,3.0,1.0,2.0,8.0,600000.0,48.0,4.0,48.0,49.0,2.0
8239032,1,5,1,70,385.4184,1,7,12.0,2017.0,8,,5,1,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239033,1,1,1,70,430.1968,2,47,11.0,1977.0,1,4.0,5,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239034,1,1,1,70,584.3181,1,68,12.0,1956.0,1,2.0,6,1,3,3,1,3.0,2.0,2.0,1.0,680000.0,54.0,7.0,36.0,1.0,2.0
8239034,1,2,1,70,584.3181,2,62,10.0,1962.0,2,2.0,6,1,3,3,1,3.0,2.0,2.0,1.0,100000.0,24.0,4.0,36.0,56.0,2.0
8239034,1,3,1,70,584.3181,1,30,12.0,1994.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,5.0,650000.0,30.0,4.0,84.0,93.0,2.0
8239034,1,4,1,70,584.3181,1,25,12.0,1999.0,3,6.0,6,1,1,1,1,3.0,1.0,2.0,3.0,,,,,,
8239034,1,5,1,70,584.3181,1,17,10.0,2007.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,4.0,,,,,,
8239034,1,6,1,70,584.3181,1,10,5.0,2015.0,8,6.0,6,2,2,2,1,3.0,1.0,1.0,3.0,,,,,,
8239035,1,1,1,70,374.6359,2,58,5.0,1967.0,1,2.0,5,1,3,2,1,3.0,1.0,2.0,4.0,,,,,,
8239035,1,2,1,70,374.6359,1,55,4.0,1970.0,2,2.0,5,1,3,3,1,3.0,1.0,2.0,3.0,1200000.0,48.0,1.0,240.0,3.0,2.0
8239035,1,3,1,70,374.6359,2,31,8.0,1993.0,3,4.0,5,1,1,1,1,3.0,1.0,2.0,4.0,350000.0,20.0,1.0,4.0,56.0,2.0
8239035,1,4,1,70,374.6359,2,13,6.0,2012.0,8,6.0,5,1,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239035,1,5,1,70,374.6359,2,28,5.0,1997.0,3,4.0,5,2,1,1,1,3.0,1.0,2.0,5.0,,,,,,
8239035,1,6,1,70,374.6359,2,8,4.0,2017.0,8,,5,2,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8239035,1,7,1,70,374.6359,1,5,3.0,2020.0,8,,5,2,2,2,1,3.0,2.0,1.0,2.0,,,,,,
8239036,1,1,1,70,339.8349,2,91,9.0,1933.0,1,5.0,5,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239036,1,2,1,70,339.8349,1,96,1.0,1929.0,6,5.0,5,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239037,1,1,1,70,375.302,1,62,4.0,1963.0,1,2.0,6,1,3,3,1,3.0,1.0,2.0,3.0,930000.0,48.0,4.0,36.0,49.0,2.0
8239037,1,2,1,70,375.302,2,50,5.0,1975.0,2,2.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239038,1,1,1,70,597.4705,2,27,12.0,1997.0,1,2.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239038,1,2,1,70,597.4705,2,12,4.0,2013.0,3,6.0,5,1,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239038,1,3,1,70,597.4705,1,2,11.0,2022.0,3,,5,1,2,1,1,3.0,,,,,,,,,
8239038,1,4,1,70,597.4705,1,2,11.0,2022.0,3,,5,1,2,1,1,3.0,,,,,,,,,
8239038,1,5,1,70,597.4705,1,29,11.0,1995.0,6,4.0,5,1,2,2,1,3.0,1.0,2.0,4.0,360000.0,36.0,4.0,24.0,1.0,2.0
8239039,1,1,1,70,394.7297,2,63,1.0,1962.0,1,4.0,5,1,2,3,1,3.0,2.0,2.0,1.0,,,,,,
8239040,1,1,2,70,1478.6347,2,44,9.0,1980.0,1,2.0,6,2,3,2,1,3.0,1.0,2.0,4.0,50000.0,15.0,4.0,96.0,56.0,2.0
8239040,1,2,2,70,1478.6347,1,43,4.0,1982.0,2,2.0,5,1,3,2,1,3.0,2.0,2.0,1.0,450000.0,40.0,4.0,360.0,3.0,2.0
8239040,1,3,2,70,1478.6347,2,11,5.0,2014.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239041,1,1,2,70,1621.9123,1,29,6.0,1995.0,1,6.0,5,1,2,2,1,3.0,1.0,2.0,3.0,400000.0,36.0,4.0,160.0,3.0,2.0
8239042,1,1,2,70,1549.9705,2,54,1.0,1971.0,1,2.0,5,1,3,2,1,3.0,2.0,2.0,1.0,,,,,,
8239042,1,2,2,70,1549.9705,1,71,6.0,1953.0,2,2.0,5,1,3,3,1,3.0,2.0,2.0,1.0,,,,,,
8239042,1,3,2,70,1549.9705,1,15,9.0,2009.0,3,6.0,5,1,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239042,1,4,2,70,1549.9705,2,10,2.0,2015.0,8,6.0,5,1,2,2,1,3.0,1.0,1.0,3.0,,,,,,
8239043,1,1,2,70,1260.8233,2,58,3.0,1967.0,1,5.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239044,1,1,2,70,1137.0939,2,27,10.0,1997.0,1,2.0,6,2,3,2,1,3.0,1.0,2.0,5.0,,,,,,
8239044,1,2,2,70,1137.0939,1,43,2.0,1982.0,2,2.0,5,1,2,2,1,3.0,2.0,2.0,1.0,150000.0,40.0,4.0,240.0,3.0,2.0
8239044,1,3,2,70,1137.0939,1,5,9.0,2019.0,3,,5,1,1,1,1,3.0,2.0,1.0,2.0,,,,,,
8239044,1,4,2,70,1137.0939,1,4,12.0,2020.0,3,,5,1,1,1,1,3.0,2.0,1.0,2.0,,,,,,
8239044,1,5,2,70,1137.0939,1,2,9.0,2022.0,3,,5,1,1,1,1,3.0,,,,,,,,,
8239045,1,1,2,70,1760.0078,2,17,12.0,2007.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,4.0,,,,,,
8239045,1,2,2,70,1760.0078,1,25,4.0,2000.0,2,2.0,5,1,2,2,1,3.0,1.0,2.0,3.0,480000.0,54.0,4.0,120.0,3.0,2.0
8239045,1,3,2,70,1760.0078,2,1,6.0,2023.0,3,,6,2,1,1,1,3.0,,,,,,,,,
8239046,1,1,2,70,1173.7961,2,38,6.0,1986.0,1,6.0,5,2,2,3,1,3.0,1.0,2.0,3.0,400000.0,18.0,4.0,36.0,56.0,2.0
8239046,1,2,2,70,1173.7961,2,15,12.0,2009.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239046,1,3,2,70,1173.7961,1,12,1.0,2013.0,3,6.0,5,2,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8239047,1,1,2,70,1696.1996,2,19,2.0,2006.0,1,1.0,5,1,2,2,1,3.0,1.0,2.0,3.0,,,,,,
8239047,1,2,2,70,1696.1996,2,4,1.0,2021.0,3,,5,1,2,1,1,3.0,2.0,2.0,1.0,,,,,,
8239047,1,3,2,70,1696.1996,2,0,1.0,2025.0,3,,5,1,2,1,1,3.0,,,,,,,,,
8239048,1,1,2,70,1990.306,2,22,12.0,2002.0,1,2.0,5,1,2,2,1,3.0,1.0,2.0,4.0,80000.0,20.0,4.0,12.0,47.0,2.0
8239048,1,2,2,70,1990.306,1,29,1.0,1996.0,2,2.0,5,1,2,2,1,3.0,1.0,2.0,5.0,900000.0,50.0,4.0,60.0,49.0,2.0
8239048,1,3,2,70,1990.306,2,6,3.0,2019.0,3,,5,1,1,1,1,3.0,2.0,1.0,3.0,,,,,,
8239048,1,4,2,70,1990.306,1,4,1.0,2021.0,3,,5,1,1,1,1,3.0,2.0,1.0,2.0,,,,,,
8239049,1,1,2,70,1347.6668,2,30,5.0,1995.0,1,2.0,6,1,2,2,1,3.0,1.0,2.0,4.0,,,,,,
8239049,1,2,2,70,1347.6668,1,44,4.0,1981.0,2,2.0,6,1,3,3,1,3.0,1.0,2.0,3.0,660000.0,30.0,4.0,240.0,1.0,2.0
8239049,1,3,2,70,1347.6668,1,13,10.0,2011.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239049,1,4,2,70,1347.6668,1,11,8.0,2013.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239049,1,5,2,70,1347.6668,1,5,5.0,2020.0,3,,6,1,1,1,1,3.0,2.0,1.0,2.0,,,,,,
8239050,1,1,2,70,1561.1977,2,43,12.0,1981.0,1,2.0,5,1,3,2,1,3.0,1.0,2.0,3.0,,,,,,
8239050,1,2,2,70,1561.1977,1,51,4.0,1974.0,2,2.0,5,1,2,2,1,3.0,1.0,2.0,3.0,300000.0,36.0,4.0,350.0,81.0,2.0
8239050,1,3,2,70,1561.1977,1,10,3.0,2015.0,3,6.0,5,1,1,1,1,3.0,2.0,1.0,3.0,,,,,,
8239050,1,4,2,70,1561.1977,1,7,8.0,2017.0,3,,5,1,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239050,1,5,2,70,1561.1977,2,2,6.0,2022.0,3,,5,1,1,1,1,3.0,,,,,,,,,
8239051,1,1,2,70,2062.4408,1,34,4.0,1991.0,1,4.0,1,1,2,2,1,3.0,1.0,2.0,5.0,250000.0,24.0,4.0,180.0,1.0,2.0
8239051,1,2,2,70,2062.4408,2,12,12.0,2012.0,3,6.0,1,1,1,2,1,3.0,1.0,1.0,4.0,,,,,,
8239051,1,3,2,70,2062.4408,1,9,3.0,2016.0,3,,1,1,1,2,1,3.0,1.0,1.0,3.0,,,,,,
8239051,1,4,2,70,2062.4408,2,3,2.0,2022.0,3,,1,1,1,2,1,3.0,2.0,2.0,1.0,,,,,,
8239052,1,1,2,70,1506.9419,2,62,6.0,1963.0,1,2.0,5,1,2,2,1,3.0,2.0,2.0,1.0,,,,,,
8239052,1,2,2,70,1506.9419,1,61,7.0,1963.0,2,2.0,5,1,2,2,1,3.0,1.0,2.0,3.0,500000.0,48.0,4.0,328.0,1.0,2.0
8239052,1,3,2,70,1506.9419,1,20,4.0,2005.0,3,6.0,5,1,1,1,2,,1.0,1.0,5.0,,,,,,
8239052,1,4,2,70,1506.9419,2,40,5.0,1985.0,3,4.0,5,1,2,1,1,3.0,2.0,2.0,1.0,,,,,,
8239052,1,5,2,70,1506.9419,2,12,3.0,2013.0,8,6.0,5,1,2,1,2,,1.0,1.0,3.0,,,,,,
8239052,1,6,2,70,1506.9419,1,10,3.0,2015.0,8,6.0,5,1,2,2,1,3.0,1.0,1.0,3.0,,,,,,
8239053,1,1,2,70,1494.3091,2,90,8.0,1934.0,1,5.0,6,1,3,3,1,3.0,2.0,2.0,1.0,,,,,,
8239054,1,1,2,70,1464.7437,2,52,6.0,1973.0,1,5.0,5,1,3,3,1,3.0,1.0,2.0,3.0,150000.0,16.0,4.0,120.0,56.0,2.0
8239054,1,2,2,70,1464.7437,1,31,3.0,1994.0,3,6.0,5,1,3,1,1,3.0,1.0,2.0,4.0,,,,,,
8239054,1,3,2,70,1464.7437,2,33,2.0,1992.0,3,4.0,5,1,3,1,1,1.0,1.0,2.0,8.0,1423500.0,48.0,1.0,1.0,42.0,1.0
8239054,1,4,2,70,1464.7437,2,9,1.0,2016.0,8,,5,1,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8239055,1,1,2,70,1922.2664,1,30,6.0,1995.0,1,6.0,6,1,2,2,1,3.0,2.0,2.0,1.0,800000.0,46.0,7.0,36.0,1.0,2.0
8239056,1,1,1,41,543.0005,2,63,9.0,1961.0,1,4.0,6,1,3,2,1,3.0,1.0,2.0,3.0,1500000.0,50.0,4.0,248.0,47.0,2.0
8239057,1,1,1,41,543.0005,2,87,8.0,1937.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8239060,1,1,1,41,1250.773,1,45,2.0,1980.0,1,3.0,6,1,3,2,1,2.0,1.0,2.0,3.0,500000.0,48.0,4.0,240.0,1.0,2.0
8239060,1,2,1,41,1250.773,2,42,7.0,1982.0,2,3.0,6,1,3,2,1,2.0,1.0,2.0,10.0,5000000.0,40.0,2.0,204.0,85.0,1.0
8239060,1,3,1,41,1250.773,1,16,3.0,2009.0,3,6.0,6,1,1,1,1,2.0,1.0,1.0,5.0,,,,,,
8239060,1,4,1,41,1250.773,2,8,1.0,2017.0,3,,6,1,1,1,1,2.0,1.0,1.0,3.0,,,,,,
8239060,1,5,1,41,1250.773,1,5,10.0,2019.0,3,,6,1,1,1,1,2.0,2.0,1.0,2.0,,,,,,
8239060,1,6,1,41,1250.773,2,15,2.0,2010.0,13,6.0,6,1,2,2,1,3.0,1.0,1.0,4.0,,,,,,
8239060,1,7,1,41,1250.773,2,14,4.0,2011.0,13,6.0,6,1,2,2,1,3.0,1.0,1.0,4.0,,,,,,
8239061,1,1,1,41,908.1348,2,25,8.0,1999.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,8.0,,,,,,
8239061,1,2,1,41,908.1348,1,25,11.0,1999.0,2,2.0,6,2,2,2,1,2.0,1.0,2.0,5.0,2000000.0,46.0,2.0,24.0,84.0,1.0
8239062,1,1,1,41,543.0005,2,71,3.0,1954.0,1,6.0,6,1,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8239063,1,1,1,41,773.3416,1,56,11.0,1968.0,1,4.0,6,1,3,2,1,3.0,1.0,2.0,4.0,900000.0,40.0,4.0,180.0,1.0,2.0
8239063,1,2,1,41,773.3416,1,8,10.0,2016.0,3,,6,2,1,2,1,3.0,1.0,1.0,3.0,,,,,,
8239064,1,1,1,41,1138.2934,1,61,4.0,1964.0,1,3.0,6,1,3,3,1,3.0,1.0,2.0,3.0,3000000.0,46.0,4.0,180.0,45.0,2.0
8239064,1,2,1,41,1138.2934,2,50,2.0,1975.0,2,3.0,6,2,3,3,1,3.0,1.0,2.0,10.0,,,,,,
8239064,1,3,1,41,1138.2934,1,15,5.0,2010.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,5.0,,,,,,
8239064,1,4,1,41,1138.2934,2,65,6.0,1960.0,6,6.0,6,1,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8239064,1,5,1,41,1138.2934,1,51,1.0,1974.0,9,6.0,6,1,3,3,1,3.0,1.0,2.0,5.0,1500000.0,40.0,4.0,120.0,41.0,2.0
8239065,1,1,1,41,543.0005,2,68,12.0,1956.0,1,5.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239066,1,1,1,41,594.6209,2,45,6.0,1979.0,1,4.0,6,1,2,2,1,3.0,1.0,2.0,3.0,800000.0,48.0,4.0,18.0,56.0,2.0
8239066,1,2,1,41,594.6209,2,23,8.0,2001.0,3,6.0,6,1,2,1,1,3.0,2.0,2.0,1.0,,,,,,
8239066,1,3,1,41,594.6209,2,16,9.0,2008.0,3,6.0,6,1,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239066,1,4,1,41,594.6209,1,13,9.0,2011.0,3,6.0,6,1,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239066,1,5,1,41,594.6209,2,11,11.0,2013.0,3,6.0,6,1,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239067,1,1,2,41,856.0248,1,55,9.0,1969.0,1,4.0,6,1,2,2,1,3.0,1.0,2.0,3.0,1000000.0,45.0,4.0,24.0,1.0,2.0
8239068,1,1,2,41,899.8441,1,61,7.0,1963.0,1,3.0,6,1,3,3,1,3.0,1.0,2.0,4.0,800000.0,40.0,4.0,480.0,1.0,2.0
8239068,1,2,2,41,899.8441,2,72,7.0,1952.0,2,3.0,6,1,3,3,1,3.0,1.0,2.0,8.0,,,,,,
8239069,1,1,2,41,708.7045,2,62,1.0,1963.0,1,5.0,6,1,3,3,1,3.0,1.0,2.0,5.0,300000.0,40.0,4.0,360.0,1.0,2.0
8239070,1,1,2,41,1915.4577,1,56,3.0,1969.0,1,3.0,6,1,3,2,1,3.0,1.0,2.0,3.0,900000.0,40.0,5.0,240.0,1.0,2.0
8239070,1,2,2,41,1915.4577,2,48,10.0,1976.0,2,3.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8239070,1,3,2,41,1915.4577,1,17,1.0,2008.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,9.0,,,,,,
8239070,1,4,2,41,1915.4577,1,29,5.0,1996.0,3,3.0,6,1,1,1,1,3.0,1.0,2.0,8.0,1000000.0,40.0,7.0,60.0,1.0,2.0
8239070,1,5,2,41,1915.4577,2,26,12.0,1998.0,7,3.0,6,2,2,2,1,3.0,1.0,2.0,8.0,,,,,,
8239070,1,6,2,41,1915.4577,1,1,3.0,2024.0,8,,6,1,1,1,1,3.0,,,,,,,,,
8239071,1,1,2,41,1849.6137,1,45,11.0,1979.0,1,3.0,6,1,2,2,1,3.0,1.0,2.0,3.0,1200000.0,45.0,4.0,36.0,1.0,2.0
8239071,1,2,2,41,1849.6137,2,42,8.0,1982.0,2,3.0,6,1,2,2,1,3.0,1.0,2.0,3.0,,,,,,
8239071,1,3,2,41,1849.6137,2,12,11.0,2012.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239071,1,4,2,41,1849.6137,1,22,1.0,2003.0,3,2.0,6,1,1,1,1,3.0,1.0,2.0,3.0,900000.0,45.0,4.0,12.0,1.0,2.0
8239071,1,5,2,41,1849.6137,2,17,8.0,2007.0,7,2.0,6,1,2,2,1,3.0,1.0,2.0,4.0,,,,,,
8239072,1,1,2,41,708.7045,2,55,9.0,1969.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239073,1,1,2,41,1994.146,1,36,7.0,1988.0,1,3.0,6,1,3,2,1,3.0,1.0,2.0,4.0,500000.0,45.0,4.0,240.0,1.0,2.0
8239073,1,2,2,41,1994.146,2,35,11.0,1989.0,2,3.0,6,1,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8239073,1,3,2,41,1994.146,1,18,5.0,2007.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,5.0,,,,,,
8239073,1,4,2,41,1994.146,1,10,5.0,2015.0,3,6.0,6,1,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239074,1,1,2,41,899.8441,1,63,6.0,1961.0,1,3.0,6,1,3,2,1,3.0,1.0,2.0,3.0,1600000.0,45.0,4.0,360.0,1.0,2.0
8239074,1,2,2,41,899.8441,2,60,5.0,1965.0,2,3.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239075,1,1,2,41,1061.1595,1,63,6.0,1961.0,1,3.0,6,1,3,3,1,3.0,1.0,2.0,3.0,600000.0,45.0,4.0,360.0,1.0,2.0
8239075,1,2,2,41,1061.1595,2,61,1.0,1964.0,2,3.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239075,1,3,2,41,1061.1595,1,43,10.0,1981.0,3,6.0,6,1,1,1,1,3.0,1.0,2.0,5.0,500000.0,45.0,4.0,240.0,1.0,2.0
8239075,1,4,2,41,1061.1595,2,33,2.0,1992.0,3,6.0,6,1,1,1,1,3.0,1.0,2.0,10.0,,,,,,
8239076,1,1,2,41,1660.9239,1,60,5.0,1965.0,1,2.0,6,1,3,2,1,3.0,1.0,2.0,3.0,600000.0,40.0,4.0,480.0,1.0,2.0
8239076,1,2,2,41,1660.9239,2,56,1.0,1969.0,2,2.0,6,1,2,3,1,3.0,1.0,2.0,3.0,,,,,,
8239076,1,3,2,41,1660.9239,1,11,6.0,2013.0,8,6.0,6,1,2,2,1,3.0,1.0,1.0,4.0,,,,,,
8239077,1,1,2,41,1660.9239,1,59,5.0,1966.0,1,3.0,6,1,3,3,1,1.0,1.0,2.0,3.0,2000000.0,40.0,4.0,84.0,1.0,2.0
8239077,1,2,2,41,1660.9239,2,56,6.0,1969.0,2,3.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239077,1,3,2,41,1660.9239,1,6,3.0,2019.0,8,,6,2,2,2,1,3.0,1.0,1.0,3.0,,,,,,
8239078,1,1,1,63,352.0879,2,38,6.0,1986.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,10.0,2800000.0,54.0,1.0,37.0,86.0,1.0
8239079,1,1,1,63,449.4762,1,64,5.0,1961.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239080,1,1,1,63,645.6063,2,39,2.0,1986.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1400000.0,60.0,1.0,60.0,10.0,1.0
8239080,1,2,1,63,645.6063,1,41,6.0,1983.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,3.0,1700000.0,60.0,1.0,168.0,10.0,1.0
8239081,1,1,1,63,399.4825,2,82,2.0,1943.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8239081,1,2,1,63,399.4825,2,59,5.0,1966.0,3,6.0,6,2,3,1,1,3.0,1.0,2.0,4.0,,,,,,
8239082,1,1,1,63,442.4484,1,68,9.0,1956.0,1,2.0,6,2,3,3,1,1.0,1.0,2.0,8.0,,,,,,
8239082,1,2,1,63,442.4484,2,67,5.0,1958.0,2,2.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239082,1,3,1,63,442.4484,2,40,7.0,1984.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,2200000.0,40.0,4.0,3.0,84.0,1.0
8239083,1,1,1,63,462.9318,2,65,6.0,1959.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239083,1,2,1,63,462.9318,1,62,9.0,1962.0,2,3.0,6,2,2,3,1,1.0,1.0,2.0,5.0,1423500.0,48.0,1.0,10.0,47.0,1.0
8239084,1,1,1,63,849.1051,1,67,9.0,1957.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,8.0,500000.0,20.0,1.0,24.0,56.0,3.0
8239084,1,2,1,63,849.1051,2,58,12.0,1966.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239084,1,3,1,63,849.1051,1,38,5.0,1987.0,3,2.0,6,2,1,1,1,1.0,1.0,2.0,5.0,2430000.0,46.0,1.0,84.0,33.0,1.0
8239084,1,4,1,63,849.1051,2,37,10.0,1987.0,7,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,2590000.0,46.0,1.0,48.0,92.0,1.0
8239084,1,5,1,63,849.1051,2,14,10.0,2010.0,8,6.0,6,2,1,2,1,1.0,1.0,1.0,4.0,,,,,,
8239084,1,6,1,63,849.1051,2,14,4.0,2011.0,13,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8239085,1,1,1,63,449.4762,1,64,2.0,1961.0,1,6.0,6,2,3,2,1,3.0,1.0,2.0,3.0,,,,,,
8239086,1,1,1,63,386.0269,2,75,8.0,1949.0,1,5.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239087,1,1,1,63,459.2895,2,68,5.0,1957.0,1,4.0,6,1,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8239087,1,2,1,63,459.2895,1,22,9.0,2002.0,8,6.0,6,2,2,2,1,1.0,1.0,2.0,10.0,1900000.0,46.0,1.0,9.0,22.0,1.0
8239088,1,1,1,63,599.3017,1,77,7.0,1947.0,1,6.0,5,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239089,1,1,1,63,599.3017,1,82,12.0,1942.0,1,4.0,6,1,3,3,1,3.0,1.0,2.0,3.0,220000.0,40.0,4.0,360.0,96.0,2.0
8239090,1,1,1,63,1003.7438,1,50,9.0,1974.0,1,2.0,6,1,2,2,1,3.0,1.0,2.0,3.0,1400000.0,48.0,7.0,14.0,1.0,2.0
8239090,1,2,1,63,1003.7438,2,56,12.0,1968.0,2,2.0,6,2,3,2,1,1.0,1.0,2.0,3.0,,,,,,
8239090,1,3,1,63,1003.7438,1,24,8.0,2000.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,5.0,,,,,,
8239091,1,1,1,63,803.3177,1,47,3.0,1978.0,1,3.0,6,1,2,2,1,3.0,1.0,2.0,3.0,1600000.0,70.0,4.0,324.0,10.0,2.0
8239091,1,2,1,63,803.3177,2,52,12.0,1972.0,2,3.0,5,2,2,2,1,3.0,1.0,2.0,5.0,,30.0,6.0,60.0,10.0,2.0
8239091,1,3,1,63,803.3177,2,15,11.0,2009.0,3,6.0,6,2,1,2,1,3.0,1.0,1.0,5.0,,,,,,
8239092,1,1,1,63,669.6738,1,71,11.0,1953.0,1,2.0,6,2,3,3,1,3.0,1.0,2.0,4.0,200000.0,70.0,4.0,84.0,47.0,2.0
8239092,1,2,1,63,669.6738,2,51,11.0,1973.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,3.0,,,,,,
8239092,1,3,1,63,669.6738,1,19,2.0,2006.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,8.0,,,,,,
8239093,1,1,1,63,612.386,2,55,6.0,1970.0,1,4.0,6,1,2,3,1,3.0,2.0,2.0,1.0,,,,,,
8239093,1,2,1,63,612.386,1,15,10.0,2009.0,3,6.0,6,2,3,1,1,3.0,1.0,1.0,5.0,,,,,,
8239094,1,1,1,63,1110.1647,2,54,11.0,1970.0,1,5.0,6,2,3,3,1,3.0,1.0,2.0,4.0,,,,,,
8239094,1,2,1,63,1110.1647,1,38,12.0,1986.0,3,6.0,6,2,3,1,2,,1.0,2.0,3.0,1400000.0,50.0,4.0,4.0,41.0,2.0
8239094,1,3,1,63,1110.1647,1,18,9.0,2006.0,8,6.0,6,2,2,3,1,3.0,1.0,2.0,5.0,1300000.0,50.0,4.0,5.0,41.0,2.0
8239094,1,4,1,63,1110.1647,2,15,9.0,2009.0,8,6.0,6,2,2,2,1,3.0,1.0,1.0,4.0,,,,,,
8239094,1,5,1,63,1110.1647,1,10,5.0,2015.0,8,6.0,6,2,2,2,1,3.0,1.0,1.0,3.0,,,,,,
8239094,1,6,1,63,1110.1647,2,7,6.0,2018.0,8,,6,2,2,2,1,3.0,2.0,1.0,3.0,,,,,,
